web-scraper-order,web-scraper-start-url,paginator,bill_id,link_to_bill-href,bill_name,committees,summary
1684282522-2429,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6497,https://www.congress.gov/bill/116th-congress/house-bill/6497?s=2&r=2571,GROCER Act of 2020,Committees: House - Ways and Means,This bill requires that insurers offering business interruption coverage must offer additional coverage for losses that result from business interruption due to a government order to close during a national emergency.
1684282527-2430,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6498,https://www.congress.gov/bill/116th-congress/house-bill/6498?s=2&r=2570,GROCER Act of 2020,Committees: House - Ways and Means,This bill suspends limitations on individual and corporate charitable contributions in 2020 for donations of hand sanitizers by a distilled spirits operation.
1684282532-2431,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6499,https://www.congress.gov/bill/116th-congress/house-bill/6499?s=2&r=2569,GROCER Act of 2020,Committees: House - Ways and Means,"The study area includes (1) the portion of the Rio Grande River and surrounding areas as generally depicted on the map titled Los Caminos del Rio National Heritage Corridor and dated April 2020; and (2) any other areas in Texas that have a shared heritage with the areas depicted on the map and are adjacent to, or in the vicinity of, those areas."
1684282537-2432,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6500,https://www.congress.gov/bill/116th-congress/house-bill/6500?s=2&r=2568,GROCER Act of 2020,Committees: House - Ways and Means,"This bill terminates (1) the taxpayer election to designate $3 of income tax liability for financing of presidential election campaigns, (2) the Presidential Election Campaign Fund, and (3) the Presidential Primary Matching Payment Account. The Department of the Treasury must transfer funds remaining in the Presidential Election Campaign Fund to the Department of Health and Human Services to acquire unexpired personal protective equipment (including face masks) for the strategic national stockpile."
1684282542-2433,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6501,https://www.congress.gov/bill/116th-congress/house-bill/6501?s=2&r=2567,GROCER Act of 2020,Committees: House - Ways and Means,"This bill automatically designates certain nonbank financial companies as systemically important, which subjects these companies to certain prudential standards, including capital and liquidity rules, annual stress tests, and living wills requirements. This designation may be rescinded by the Financial Stability Oversight Council upon further review."
1684282547-2434,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6502,https://www.congress.gov/bill/116th-congress/house-bill/6502?s=2&r=2566,GROCER Act of 2020,Committees: House - Ways and Means,This bill allows students who graduate from institutions of higher education in 2020 to defer payments on their federal student loans for up to three years.
1684282552-2435,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6503,https://www.congress.gov/bill/116th-congress/house-bill/6503?s=2&r=2565,GROCER Act of 2020,Committees: House - Ways and Means,"This bill provides funds for the Department of Housing and Urban Development to provide additional housing support services to elderly individuals and individuals with disabilities in federally owned or subsidized housing in response to the COVID-19 (i.e., coronavirus disease 2019) public health emergency."
1684282557-2436,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6504,https://www.congress.gov/bill/116th-congress/house-bill/6504?s=2&r=2564,GROCER Act of 2020,Committees: House - Ways and Means,
1684282562-2437,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6505,https://www.congress.gov/bill/116th-congress/house-bill/6505?s=2&r=2563,GROCER Act of 2020,Committees: House - Ways and Means,"This bill directs the National Biosurveillance Integration Center of the Department of Homeland Security to detect, as early as possible, an emerging highly communicable infectious disease event (currently, limited to a biological event) of national concern that presents a risk to the United States or U.S. infrastructure or key assets."
1684282567-2438,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6506,https://www.congress.gov/bill/116th-congress/house-bill/6506?s=2&r=2562,GROCER Act of 2020,Committees: House - Ways and Means,"Specifically, the bill (1) extends the duration of the program; (2) authorizes loan recipients under the program to request additional, forgivable amounts; and (3) extends the deferral period for such loans to at least one year."
1684282572-2439,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6507,https://www.congress.gov/bill/116th-congress/house-bill/6507?s=2&r=2561,GROCER Act of 2020,Committees: House - Ways and Means,This bill directs the Department of Homeland Security to automatically extend an alien's employment authorization if the authorization was valid when a public health emergency period begins. This extended authorization shall be valid until at least one year after the end of the emergency period.
1684282577-2440,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6508,https://www.congress.gov/bill/116th-congress/house-bill/6508?s=2&r=2560,GROCER Act of 2020,Committees: House - Ways and Means,"This bill authorizes a state, tribal government, or unit of local government to use funds made available under the Coronavirus Relief Fund to reduce a budget deficit of such government that occurred due to a loss of revenue related to the COVID-19 (i.e., coronavirus disease 2019) public health emergency."
1684282582-2441,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6509,https://www.congress.gov/bill/116th-congress/house-bill/6509?s=2&r=2559,GROCER Act of 2020,Committees: House - Ways and Means,"This bill creates a presumption that certain public safety officers who contract COVID-19 (i.e., coronavirus disease 2019) and were on duty during the 45-day period prior to the diagnosis or positive test result are eligible for certain benefits payable when public safety officers are injured or killed in the line of duty."
1684282587-2442,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6510,https://www.congress.gov/bill/116th-congress/house-bill/6510?s=2&r=2558,GROCER Act of 2020,Committees: House - Ways and Means,"This bill directs the Department of Agriculture to authorize all states to participate in the Supplemental Nutrition Assistance Program (SNAP, formerly known as the food stamp program) online purchasing program during the COVID-19 (i.e., coronavirus disease 2019) public health emergency. The program allows approved retail food stores to accept SNAP benefits through online transactions."
1684282592-2443,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6511,https://www.congress.gov/bill/116th-congress/house-bill/6511?s=2&r=2557,GROCER Act of 2020,Committees: House - Ways and Means,"This bill requires COVID-19 (i.e., coronavirus disease 2019) vaccines and treatment, as well as treatment for conditions that may complicate COVID-19 treatment, to be covered without cost-sharing under the Children's Health Insurance Program (CHIP) and Medicaid."
1684282597-2444,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6512,https://www.congress.gov/bill/116th-congress/house-bill/6512?s=2&r=2556,GROCER Act of 2020,Committees: House - Ways and Means,"This bill requires state and local election officials to conduct public education campaigns in the event of changes to federal elections (e.g., methods of voting) due to public health and safety emergencies."
1684282602-2445,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6513,https://www.congress.gov/bill/116th-congress/house-bill/6513?s=2&r=2555,GROCER Act of 2020,Committees: House - Ways and Means,
1684282607-2446,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6514,https://www.congress.gov/bill/116th-congress/house-bill/6514?s=2&r=2554,GROCER Act of 2020,Committees: House - Ways and Means,"This bill provides health insurance premium assistance for individuals who become unemployed or are furloughed during or shortly after the coronavirus (i.e., the virus that causes COVID-19) public health emergency. Specifically, the bill treats premiums as paid for up to 15 months for individuals who (1) are terminated from employment and elect to continue insurance coverage through the COBRA (Consolidated Omnibus Budget Reconciliation Act) program or (2) receive a 20% or greater reduction in paid hours but remain eligible for coverage under a group health plan. Assistance is phased out based on adjusted gross income. The bill also specifies requirements for individuals changing, or enrolling in, health plans under the program.
 
 Additionally, the bill requires employers to provide eligible individuals specified written notice about the premium assistance program, including, among other information, available health plan enrollment options and the date that such assistance expires."
1684282612-2447,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6515,https://www.congress.gov/bill/116th-congress/house-bill/6515?s=2&r=2553,GROCER Act of 2020,Committees: House - Ways and Means,"This bill provides housing assistance during the COVID-19 (i.e., coronavirus disease 2019) public health emergency."
1684282617-2448,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6516,https://www.congress.gov/bill/116th-congress/house-bill/6516?s=2&r=2552,GROCER Act of 2020,Committees: House - Ways and Means,"This bill authorizes the Department of Health and Human Services (HHS) to accept donations of money, services, or property to the Strategic National Stockpile, subject to certain limitations. HHS must submit a publicly available annual report to Congress concerning these donations and the amount of federal savings generated from them."
1684282622-2449,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6517,https://www.congress.gov/bill/116th-congress/house-bill/6517?s=2&r=2551,GROCER Act of 2020,Committees: House - Ways and Means,"This bill authorizes the Department of Health and Human Services (HHS) to transfer certain supplies from the Strategic National Stockpile to any federal department or agency on a reimbursable basis, provided that (1) the supplies are less than six months from their expiration date, (2) the stockpile is able to replenish them, and (3) the transfer is in the best interest of the government."
1684282627-2450,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6518,https://www.congress.gov/bill/116th-congress/house-bill/6518?s=2&r=2550,GROCER Act of 2020,Committees: House - Ways and Means,"This bill establishes a temporary risk corridor program to reimburse health insurers for medical costs that are greater than expected. Specifically, the program requires the Department of Health and Human Services to pay insurers 75% of the cost of providing benefits under a plan that exceeds 105% of the total annual premiums for the plan, reduced by administrative expenses. The program applies to plan years 2020 and 2021."
1684282632-2451,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6519,https://www.congress.gov/bill/116th-congress/house-bill/6519?s=2&r=2549,GROCER Act of 2020,Committees: House - Ways and Means,"This bill allows foreign states to be sued in a U.S. court for physical or economic harms occurring in the United States as a result of COVID-19 (i.e., coronavirus 2019). (Typically, a foreign state is immune from lawsuits filed against it in a U.S. court.)"
1684282637-2452,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6520,https://www.congress.gov/bill/116th-congress/house-bill/6520?s=2&r=2548,GROCER Act of 2020,Committees: House - Ways and Means,"This bill directs the President to deny a visa to a United Nations (U.N.) representative or participant in U.N. activities who, as an official or agent of a foreign government, deliberately concealed or distorted information about a serious public health risk to other countries that (1) relates to the international spread of disease, or (2) implicates a public health matter that potentially requires international action."
1684282642-2453,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6521,https://www.congress.gov/bill/116th-congress/house-bill/6521?s=2&r=2547,GROCER Act of 2020,Committees: House - Ways and Means,The proposed rule establishes new reporting requirements for states with respect to supplemental payments and upper payment limits under Medicaid and generally modifies requirements relating to state Medicaid financing.
1684282647-2454,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6522,https://www.congress.gov/bill/116th-congress/house-bill/6522?s=2&r=2546,GROCER Act of 2020,Committees: House - Ways and Means,"This bill expands the Paycheck Protection Program, established to support small businesses in response to COVID-19 (i.e., coronavirus disease 2019), to encompass additional entities including (1) labor, agricultural, or horticultural organizations; and (2) nonprofit business leagues, chambers of commerce, and boards of trade."
1684282652-2455,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6523,https://www.congress.gov/bill/116th-congress/house-bill/6523?s=2&r=2545,GROCER Act of 2020,Committees: House - Ways and Means,"This bill requires an air carrier receiving federal loans or grants under the Coronavirus Aid, Relief, and Economic Security Act due to COVID-19 (i.e., coronavirus disease 2019) to certify to the Department of Transportation that it will reimburse a consumer amounts paid for a flight canceled by such air carrier or the consumer during the COVID-19 emergency period."
1684282657-2456,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6524,https://www.congress.gov/bill/116th-congress/house-bill/6524?s=2&r=2544,GROCER Act of 2020,Committees: House - Ways and Means,"This bill revises an exception to the jurisdictional immunity of a foreign state to allow an action seeking money damages against a foreign state for personal injury, death, or other damage resulting from certain misrepresentations made by such state to the World Health Organization."
1684282662-2457,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6525,https://www.congress.gov/bill/116th-congress/house-bill/6525?s=2&r=2543,GROCER Act of 2020,Committees: House - Ways and Means,"This bill provides appropriations to support efforts to resume social and economic activity impacted by COVID-19 (i.e., coronavirus disease 2019) and otherwise requires actions to support those efforts."
1684282667-2458,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6526,https://www.congress.gov/bill/116th-congress/house-bill/6526?s=2&r=2542,GROCER Act of 2020,Committees: House - Ways and Means,"This bill requires the Department of Defense (DOD) to establish a STEM Corps program to enhance the STEM (i.e., science, technology, engineering, and mathematics) and computer science workforce of DOD and the defense industry. Under the program, DOD must provide financial assistance to qualified students who pursue a bachelor's or graduate degree in a STEM or computer science discipline in exchange for their commitment to work within DOD in a STEM-related position for a period of not less than four years."
1684282672-2459,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6527,https://www.congress.gov/bill/116th-congress/house-bill/6527?s=2&r=2541,GROCER Act of 2020,Committees: House - Ways and Means,"This bill requires the owner or operator of a facility where hazardous chemicals are produced, used, or stored to hold a public meeting within 72 hours of the release of an extremely hazardous substance. The owner or operator must publish a notice in a local newspaper, giving at least 24 hours of notice before the public meeting. Such notice must be posted at a local library, other local government buildings, and on the facility's public website."
1684282677-2460,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6528,https://www.congress.gov/bill/116th-congress/house-bill/6528?s=2&r=2540,GROCER Act of 2020,Committees: House - Ways and Means,"This bill excludes certain appointed positions within the Department of Veterans Affairs (VA) from current executive schedule salary caps. Specifically, the current salary caps do not apply for (1) appointed directors of VA medical centers, (2) appointed directors of Veterans Integrated Service Networks, and (3) appointees of the Office of the Under Secretary for Health. The bill authorizes the VA to waive the salary limitations on such employees who were appointed during the period beginning on November 1, 2010, and ending on the day before the enactment of this bill."
1684282682-2461,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6529,https://www.congress.gov/bill/116th-congress/house-bill/6529?s=2&r=2539,GROCER Act of 2020,Committees: House - Ways and Means,"This bill designates certain small businesses affected by COVID-19 (i.e., coronavirus disease 2019) as qualified opportunity zone businesses. This designation makes certain tax benefits, including favorable capital gains treatment, available to affected businesses that have experienced supply chain disruptions, staffing challenges, decrease in sales or customers, or partial or full suspension of business."
1684282687-2462,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6530,https://www.congress.gov/bill/116th-congress/house-bill/6530?s=2&r=2538,GROCER Act of 2020,Committees: House - Ways and Means,This bill requires the President to report to Congress on certain authorities used under the Defense Production Act of 1950 and the Robert T. Stafford Disaster Relief and Emergency Assistance Act (Stafford Act).
1684282692-2463,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6531,https://www.congress.gov/bill/116th-congress/house-bill/6531?s=2&r=2537,GROCER Act of 2020,Committees: House - Ways and Means,"This bill requires the Department of Health and Human Services (HHS) to take specified actions, as part of its management of the Strategic National Stockpile, to establish and maintain domestic reserves of critical medical supplies. Specifically, HHS must (1) create incentives for manufacturers of medical supplies to increase emergency stocks and diversify geographic production; (2) purchase, lease, or enter into joint ventures with respect to facilities and equipment to produce medical supplies; and (3) work with distributors to refresh and replenish medical supplies. HHS must also submit a report to Congress concerning the details of any purchase, lease, or joint venture."
1684282698-2464,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6532,https://www.congress.gov/bill/116th-congress/house-bill/6532?s=2&r=2536,GROCER Act of 2020,Committees: House - Ways and Means,This bill establishes a special health plan enrollment period during the COVID-19 public health emergency. The special enrollment period applies to plans offered through health insurance exchanges and is available to eligible individuals for eight weeks beginning one week after this bill is enacted. The bill also funds outreach activities for the Department of Health and Human Services to notify individuals about the special enrollment period.
1684282703-2465,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6533,https://www.congress.gov/bill/116th-congress/house-bill/6533?s=2&r=2535,GROCER Act of 2020,Committees: House - Ways and Means,"This bill authorizes the Department of Defense to enter into memoranda of understanding with state and local health authorities to share the practices of, and lessons learned by, the military health system concerning the prevention of infant and maternal mortality."
1684282708-2466,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6534,https://www.congress.gov/bill/116th-congress/house-bill/6534?s=2&r=2534,GROCER Act of 2020,Committees: House - Ways and Means,
1684282713-2467,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6535,https://www.congress.gov/bill/116th-congress/house-bill/6535?s=2&r=2533,GROCER Act of 2020,Committees: House - Ways and Means,
1684282718-2468,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6536,https://www.congress.gov/bill/116th-congress/house-bill/6536?s=2&r=2532,GROCER Act of 2020,Committees: House - Ways and Means,This bill modifies program requirements for the National School Lunch Program and school breakfast program of the Department of Agriculture.
1684282723-2469,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6537,https://www.congress.gov/bill/116th-congress/house-bill/6537?s=2&r=2531,GROCER Act of 2020,Committees: House - Ways and Means,"This bill imposes requirements during a communicable disease-related national emergency, such as requiring the release of certain aliens in U.S. Immigration and Customs Enforcement (ICE) custody."
1684282728-2470,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6538,https://www.congress.gov/bill/116th-congress/house-bill/6538?s=2&r=2530,GROCER Act of 2020,Committees: House - Ways and Means,"This bill increases the Federal Medical Assistance Percentage (FMAP) for Medicaid telehealth services that are furnished during the public health emergency declared on January 31, 2020, relating to COVID-19 (i.e., coronavirus disease 2019). In order to receive the increased FMAP, state Medicaid programs must provide coverage that is consistent with Medicare coverage of telehealth services."
1684282733-2471,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6539,https://www.congress.gov/bill/116th-congress/house-bill/6539?s=2&r=2529,GROCER Act of 2020,Committees: House - Ways and Means,"This bill increases the Medicaid Federal Medical Assistance Percentage (FMAP) for states and U.S. territories that experience economic downturns (i.e., high unemployment) beginning on or after January 1, 2020, in accordance with specified requirements and limitations. The bill's increase is in addition to previously enacted FMAP increases relating to COVID-19 (i.e., coronavirus disease 2019) but may not result in an FMAP greater than 95%."
1684282738-2472,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6540,https://www.congress.gov/bill/116th-congress/house-bill/6540?s=2&r=2528,GROCER Act of 2020,Committees: House - Ways and Means,"This bill expands the membership of the Committee on Foreign Investment in the United States to include the Secretary of Agriculture. (The committee reviews the national security implications of certain foreign investments in U.S. businesses or real estate, including critical infrastructure or technologies.)"
1684282743-2473,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6541,https://www.congress.gov/bill/116th-congress/house-bill/6541?s=2&r=2527,GROCER Act of 2020,Committees: House - Ways and Means,This bill modifies requirements concerning the Strategic National Stockpile and makes changes to the treatment of funds related to the Defense Production Act of 1950. (That act confers upon the President a broad set of authorities to influence domestic industry in order to provide essential materials and goods needed for the national defense.)
1684282748-2474,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6542,https://www.congress.gov/bill/116th-congress/house-bill/6542?s=2&r=2526,GROCER Act of 2020,Committees: House - Ways and Means,"This bill directs the President to make and preserve records containing adequate and proper documentation of' presidential activities, deliberations, decisions, and policies, including establishing records management controls to capture, manage, and preserve electronic messages and ensure that such messages are readily accessible for retrieval through electronic searches."
1684282753-2475,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6543,https://www.congress.gov/bill/116th-congress/house-bill/6543?s=2&r=2525,GROCER Act of 2020,Committees: House - Ways and Means,
1684282758-2476,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6544,https://www.congress.gov/bill/116th-congress/house-bill/6544?s=2&r=2524,GROCER Act of 2020,Committees: House - Ways and Means,"This bill prohibits for one year efforts by a lender to collect on certain debts owed by a borrower affected by the COVID-19 (i.e., coronavirus disease 2019) pandemic. Specifically, lenders are prohibited from collection efforts against such a borrower with respect to (1) a loan with a nominal interest rate of 36% or more, and (2) a loan which the lender did not determine was affordable while allowing the borrower to meet basic living expenses and major financial obligations."
1684282763-2477,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6545,https://www.congress.gov/bill/116th-congress/house-bill/6545?s=2&r=2523,GROCER Act of 2020,Committees: House - Ways and Means,This bill modifies the refundable tax credit for health care premium assistance to require an age rate adjustment to the applicable percentage used to determine the amount of such credit. The age rate adjustment for any individual shall be determined using a single national age rating curve specified in guidance by the Department of Health and Human Services and shall reflect market patterns in the individual health care market.
